,0,1,2,3,4,5,6,7,8,9,10,11
4774,0704100201000010000,実収入（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1979CY00,9999CY00,実収入(勤労者世帯)（全国消費実態調査）=世帯員全員の現金収入(税込み)を合計したもので，勤め先収入，事業・内職収入，他の経常収入などの経常収入と，受贈金などの特別収入から成る。,,社会･人口統計体系
4775,0704100201000010010,経常収入（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4776,0704100201000010010,経常収入（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4777,0704100201000010020,勤め先収入（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4778,0704100201000010020,勤め先収入（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4779,0704100201000010030,世帯主の勤め先収入（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4780,0704100201000010030,世帯主の勤め先収入（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4781,0704100201000010040,世帯主の配偶者の勤め先収入（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4782,0704100201000010040,世帯主の配偶者の勤め先収入（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4783,0704100201000010050,他の世帯員の勤め先収入（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4784,0704100201000010050,他の世帯員の勤め先収入（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4785,0704100201000010060,本業以外の勤め先・事業・内職収入（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4786,0704100201000010060,本業以外の勤め先・事業・内職収入（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4787,0704100201000010070,他の経常収入（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4788,0704100201000010070,他の経常収入（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4789,0704100203000010010,可処分所得（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1979CY00,9999CY00,可処分所得（勤労者世帯）（全国消費実態調査）=実収入から税金や社会保険料（公的年金の保険料や健康保険料）などの非消費支出を差し引いた額,,社会･人口統計体系
4790,0704100203000010010,可処分所得（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1979CY00,9999CY00,可処分所得（勤労者世帯）（全国消費実態調査）=実収入から税金や社会保険料（公的年金の保険料や健康保険料）などの非消費支出を差し引いた額,,社会･人口統計体系
4791,0704100204000010000,実支出（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4792,0704100204000010000,実支出（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4793,0704100205000010000,消費支出（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4794,0704100205000010000,消費支出（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4795,0704100205000010010,食料（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4796,0704100205000010010,食料（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4797,0704100205000010020,住居（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4798,0704100205000010020,住居（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4799,0704100205000010030,光熱・水道（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4800,0704100205000010030,光熱・水道（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4801,0704100205000010040,家具・家事用品（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4802,0704100205000010040,家具・家事用品（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4803,0704100205000010050,被服及び履物（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4804,0704100205000010050,被服及び履物（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4805,0704100205000010060,保健医療（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4806,0704100205000010060,保健医療（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4807,0704100205000010070,交通・通信（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4808,0704100205000010070,交通・通信（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4809,0704100205000010080,教育（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4810,0704100205000010080,教育（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4811,0704100205000010090,教養娯楽（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4812,0704100205000010090,教養娯楽（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4813,0704100205000010100,教養娯楽サービス（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4814,0704100205000010100,教養娯楽サービス（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4815,0704100205000010110,その他の消費支出（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4816,0704100205000010110,その他の消費支出（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1984CY00,9999CY00,,,社会･人口統計体系
4817,0704100205000010120,教育関係費（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4818,0704100205000010120,教育関係費（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4819,0704100205000010130,教養娯楽関係費（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4820,0704100205000010130,教養娯楽関係費（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4821,0704100206000010140,非消費支出（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4822,0704100206000010140,非消費支出（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,円,1979CY00,9999CY00,,,社会･人口統計体系
4823,0704110100000010000,貯蓄現在高（二人以上の世帯）（全国消費実態調査）,,3,2,1,千円,1979CY00,9999CY00,貯蓄現在高（二人以上の世帯）（全国消費実態調査）=金融機関への預貯金，生命保険・積立型損害保険の掛金，株式・債券・投資信託・金銭信託等の有価証券と社内預金等のその他の貯蓄の合計,,社会･人口統計体系
4824,0704110100000010000,貯蓄現在高（二人以上の世帯）（全国消費実態調査）,,3,3,1,千円,1979CY00,9999CY00,貯蓄現在高（二人以上の世帯）（全国消費実態調査）=金融機関への預貯金，生命保険・積立型損害保険の掛金，株式・債券・投資信託・金銭信託等の有価証券と社内預金等のその他の貯蓄の合計,,社会･人口統計体系
4825,0704110100000010010,預貯金（通貨性＋定期性）（二人以上の世帯）（全国消費実態調査）,,3,2,1,千円,1979CY00,9999CY00,預貯金現在高（二人以上の世帯）（１世帯当たり）（全国消費実態調査）=郵便貯金銀行等への預貯金の残高,,社会･人口統計体系
4826,0704110100000010010,預貯金（通貨性＋定期性）（二人以上の世帯）（全国消費実態調査）,,3,3,1,千円,1979CY00,9999CY00,預貯金現在高（二人以上の世帯）（１世帯当たり）（全国消費実態調査）=郵便貯金銀行等への預貯金の残高,,社会･人口統計体系
4827,0704110100000010020,生命保険など（二人以上の世帯）（全国消費実態調査）,,3,2,1,千円,1979CY00,9999CY00,,,社会･人口統計体系
4828,0704110100000010020,生命保険など（二人以上の世帯）（全国消費実態調査）,,3,3,1,千円,1979CY00,9999CY00,,,社会･人口統計体系
4829,0704110100000010030,有価証券（二人以上の世帯）（全国消費実態調査）,,3,2,1,千円,1979CY00,9999CY00,有価証券現在高（二人以上の世帯）（１世帯当たり）（全国消費実態調査）=株式・株式投資信託，債券・公社債投資信託及び貸付信託・金銭信託の時価評価した保有総額,,社会･人口統計体系
4830,0704110100000010030,有価証券（二人以上の世帯）（全国消費実態調査）,,3,3,1,千円,1979CY00,9999CY00,有価証券現在高（二人以上の世帯）（１世帯当たり）（全国消費実態調査）=株式・株式投資信託，債券・公社債投資信託及び貸付信託・金銭信託の時価評価した保有総額,,社会･人口統計体系
4831,0704110200000010000,貯蓄現在高（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,千円,1979CY00,9999CY00,,,社会･人口統計体系
4832,0704110200000010000,貯蓄現在高（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,千円,1979CY00,9999CY00,,,社会･人口統計体系
4833,0704110200000010010,預貯金（通貨性＋定期性）（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,千円,1979CY00,9999CY00,,,社会･人口統計体系
4834,0704110200000010010,預貯金（通貨性＋定期性）（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,千円,1979CY00,9999CY00,,,社会･人口統計体系
4835,0704110200000010020,生命保険など（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,千円,1979CY00,9999CY00,,,社会･人口統計体系
4836,0704110200000010020,生命保険など（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,千円,1979CY00,9999CY00,,,社会･人口統計体系
4837,0704110200000010030,有価証券（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,千円,1979CY00,9999CY00,,,社会･人口統計体系
4838,0704110200000010030,有価証券（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,千円,1979CY00,9999CY00,,,社会･人口統計体系
4839,0704120100000010000,負債現在高（二人以上の世帯）（全国消費実態調査）,,3,2,1,千円,1979CY00,9999CY00,負債現在高（二人以上の世帯）（全国消費実態調査）=金融機関からの借入金のほか，勤め先の会社・共済組合，親戚・知人からの借入金及び月賦・年賦の残高など金融機関外からの借入金の合計,,社会･人口統計体系
4840,0704120100000010000,負債現在高（二人以上の世帯）（全国消費実態調査）,,3,3,1,千円,1979CY00,9999CY00,負債現在高（二人以上の世帯）（全国消費実態調査）=金融機関からの借入金のほか，勤め先の会社・共済組合，親戚・知人からの借入金及び月賦・年賦の残高など金融機関外からの借入金の合計,,社会･人口統計体系
4841,0704120100000010010,住宅・土地のための負債（二人以上の世帯）（全国消費実態調査）,,3,2,1,千円,1979CY00,9999CY00,住宅・土地のための負債（二人以上の世帯）（１世帯当たり）（全国消費実態調査）=住宅を購入，新築又は改築したり，土地を購入するための借金\n住宅を購入，建築あるいは増改築したり，土地を購入するために借り入れた場合又は割賦で住宅・土地の購入代金を支払っている場合の未払残高,,社会･人口統計体系
4842,0704120100000010010,住宅・土地のための負債（二人以上の世帯）（全国消費実態調査）,,3,3,1,千円,1979CY00,9999CY00,住宅・土地のための負債（二人以上の世帯）（１世帯当たり）（全国消費実態調査）=住宅を購入，新築又は改築したり，土地を購入するための借金\n住宅を購入，建築あるいは増改築したり，土地を購入するために借り入れた場合又は割賦で住宅・土地の購入代金を支払っている場合の未払残高,,社会･人口統計体系
4843,0704120200000010000,負債現在高（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,千円,1979CY00,9999CY00,,,社会･人口統計体系
4844,0704120200000010000,負債現在高（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,千円,1979CY00,9999CY00,,,社会･人口統計体系
4845,0704120200000010010,住宅・土地のための負債（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,2,1,千円,1979CY00,9999CY00,,,社会･人口統計体系
4846,0704120200000010010,住宅・土地のための負債（二人以上の世帯のうち勤労者世帯）（全国消費実態調査）,,3,3,1,千円,1979CY00,9999CY00,,,社会･人口統計体系
4847,0704130104000010010,年間収入のジニ係数（二人以上の世帯）,,3,2,1,万円,2009CY00,9999CY00,,,社会･人口統計体系
4848,0704130104000010010,年間収入のジニ係数（二人以上の世帯）,,3,3,1,万円,2009CY00,9999CY00,,,社会･人口統計体系
4849,0704130105000010010,貯蓄現在高のジニ係数（二人以上の世帯）,,3,2,1,万円,2009CY00,9999CY00,,,社会･人口統計体系
4850,0704130105000010010,貯蓄現在高のジニ係数（二人以上の世帯）,,3,3,1,万円,2009CY00,9999CY00,,,社会･人口統計体系
4851,0704130207000010010,年間収入のジニ係数（二人以上の世帯のうち勤労者世帯）,,3,2,1,万円,2009CY00,9999CY00,,,社会･人口統計体系
4852,0704130207000010010,年間収入のジニ係数（二人以上の世帯のうち勤労者世帯）,,3,3,1,万円,2009CY00,9999CY00,,,社会･人口統計体系
4853,0704130208000010010,貯蓄現在高のジニ係数（二人以上の世帯のうち勤労者世帯）,,3,2,1,万円,2009CY00,9999CY00,,,社会･人口統計体系
4854,0704130208000010010,貯蓄現在高のジニ係数（二人以上の世帯のうち勤労者世帯）,,3,3,1,万円,2009CY00,9999CY00,,,社会･人口統計体系
4855,0704140108000010010,自動車の1000世帯当たり所有数量（二人以上の世帯）,自動車 所有数量,3,2,1,台,1984CY00,9999CY00,耐久消費財=住居の設備，家具類，冷暖房用器具，一般家事用品，教養娯楽用品，自動車など約40品目の1000世帯当たりの耐久消費財所有数量,,全国消費実態調査
4856,0704140108000010010,自動車の1000世帯当たり所有数量（二人以上の世帯）,自動車 所有数量,3,3,1,台,1979CY00,9999CY00,耐久消費財=住居の設備，家具類，冷暖房用器具，一般家事用品，教養娯楽用品，自動車など約40品目の1000世帯当たりの耐久消費財所有数量,,全国消費実態調査
4857,0704140108000010020,携帯電話の1000世帯当たり所有数量（二人以上の世帯）,携帯電話 所有数量,3,2,1,台,1999CY00,9999CY00,耐久消費財=住居の設備，家具類，冷暖房用器具，一般家事用品，教養娯楽用品，自動車など約40品目の1000世帯当たりの耐久消費財所有数量,2009年以前は「携帯電話（PHSを含む）」として型式を問わず調査していた。;2014年はPHSを含み、スマートフォンを除く。,全国消費実態調査
4858,0704140108000010020,携帯電話の1000世帯当たり所有数量（二人以上の世帯）,携帯電話 所有数量,3,3,1,台,1999CY00,9999CY00,耐久消費財=住居の設備，家具類，冷暖房用器具，一般家事用品，教養娯楽用品，自動車など約40品目の1000世帯当たりの耐久消費財所有数量,2009年以前は「携帯電話（PHSを含む）」として型式を問わず調査していた。;2014年はPHSを含み、スマートフォンを除く。,全国消費実態調査
4859,0704140108000010030,スマートフォンの1000世帯当たり所有数量（二人以上の世帯）,スマホ 所有数量,3,2,1,台,2014CY00,9999CY00,耐久消費財=住居の設備，家具類，冷暖房用器具，一般家事用品，教養娯楽用品，自動車など約40品目の1000世帯当たりの耐久消費財所有数量,,全国消費実態調査
4860,0704140108000010030,スマートフォンの1000世帯当たり所有数量（二人以上の世帯）,スマホ 所有数量,3,3,1,台,2014CY00,9999CY00,耐久消費財=住居の設備，家具類，冷暖房用器具，一般家事用品，教養娯楽用品，自動車など約40品目の1000世帯当たりの耐久消費財所有数量,,全国消費実態調査
4861,0704140108000010040,パソコン（デスクトップ型）の1000世帯当たり所有数量（二人以上の世帯）,デスクトップPC 所有数量,3,2,1,台,1984CY00,9999CY00,耐久消費財=住居の設備，家具類，冷暖房用器具，一般家事用品，教養娯楽用品，自動車など約40品目の1000世帯当たりの耐久消費財所有数量,2009年以前はノート型を含む。,全国消費実態調査
4862,0704140108000010040,パソコン（デスクトップ型）の1000世帯当たり所有数量（二人以上の世帯）,デスクトップPC 所有数量,3,3,1,台,1984CY00,9999CY00,耐久消費財=住居の設備，家具類，冷暖房用器具，一般家事用品，教養娯楽用品，自動車など約40品目の1000世帯当たりの耐久消費財所有数量,2009年以前はノート型を含む。,全国消費実態調査
4863,0704140108000010050,パソコン（ノート型）の1000世帯当たり所有数量（二人以上の世帯）,ノートPC 所有数量,3,2,1,台,2014CY00,9999CY00,耐久消費財=住居の設備，家具類，冷暖房用器具，一般家事用品，教養娯楽用品，自動車など約40品目の1000世帯当たりの耐久消費財所有数量,モバイル・ネットブックを含む。,全国消費実態調査
4864,0704140108000010050,パソコン（ノート型）の1000世帯当たり所有数量（二人以上の世帯）,ノートPC 所有数量,3,3,1,台,2014CY00,9999CY00,耐久消費財=住居の設備，家具類，冷暖房用器具，一般家事用品，教養娯楽用品，自動車など約40品目の1000世帯当たりの耐久消費財所有数量,,全国消費実態調査
4865,0704140108000019010,応接セットの1000世帯当たり所有数量（二人以上の世帯）,,3,2,1,セット,1979CY00,2009CY00,"応接セット所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除く応接セット1,000世帯当たりの所有数量",,社会･人口統計体系
4866,0704140108000019010,応接セットの1000世帯当たり所有数量（二人以上の世帯）,,3,3,1,セット,1979CY00,2009CY00,"応接セット所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除く応接セット1,000世帯当たりの所有数量",,社会･人口統計体系
4867,0704140108000019020,電子レンジ（電子オーブンレンジを含む）の1000世帯当たり所有数量（二人以上の世帯）,,3,2,1,台,1979CY00,9999CY00,"電子レンジ（電子オーブンレンジを含む）所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除く電子レンジ（電子オーブンレンジを含む）1,000世帯当たりの所有数量",,社会･人口統計体系
4868,0704140108000019020,電子レンジ（電子オーブンレンジを含む）の1000世帯当たり所有数量（二人以上の世帯）,,3,3,1,台,1979CY00,9999CY00,"電子レンジ（電子オーブンレンジを含む）所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除く電子レンジ（電子オーブンレンジを含む）1,000世帯当たりの所有数量",,社会･人口統計体系
4869,0704140108000019030,ルームエアコンの1000世帯当たり所有数量（二人以上の世帯）,,3,2,1,台,1979CY00,9999CY00,"ルームエアコン所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除くルームエアコン1,000世帯当たりの所有数量",,社会･人口統計体系
4870,0704140108000019030,ルームエアコンの1000世帯当たり所有数量（二人以上の世帯）,,3,3,1,台,1979CY00,9999CY00,"ルームエアコン所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除くルームエアコン1,000世帯当たりの所有数量",,社会･人口統計体系
4871,0704140108000019040,ステレオの1000世帯当たり所有数量（二人以上の世帯）,,3,2,1,台,1979CY00,1999CY00,"ステレオ所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除くステレオ1,000世帯当たりの所有数量",,社会･人口統計体系
4872,0704140108000019040,ステレオの1000世帯当たり所有数量（二人以上の世帯）,,3,3,1,台,1979CY00,1999CY00,"ステレオ所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除くステレオ1,000世帯当たりの所有数量",,社会･人口統計体系
4873,0704140108000019050,ビデオテープレコーダの1000世帯当たり所有数量（二人以上の世帯）,,3,2,1,台,1979CY00,2004CY00,"（ビデオテープレコーダ所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除く（ビデオテープレコーダ1,000世帯当たりの所有数量",,社会･人口統計体系
4874,0704140108000019050,ビデオテープレコーダの1000世帯当たり所有数量（二人以上の世帯）,,3,3,1,台,1979CY00,2004CY00,"（ビデオテープレコーダ所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除く（ビデオテープレコーダ1,000世帯当たりの所有数量",,社会･人口統計体系
4875,0704140108000019060,ピアノ・電子ピアノの1000世帯当たり所有数量（二人以上の世帯）,,3,2,1,台,1979CY00,9999CY00,"ピアノ・電子ピアノ所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除くピアノ・電子ピアノ1,000世帯当たりの所有数量",,社会･人口統計体系
4876,0704140108000019060,ピアノ・電子ピアノの1000世帯当たり所有数量（二人以上の世帯）,,3,3,1,台,1979CY00,9999CY00,"ピアノ・電子ピアノ所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除くピアノ・電子ピアノ1,000世帯当たりの所有数量",,社会･人口統計体系
4877,0704140108000019070,オートバイ・スクーターの1000世帯当たり所有数量（二人以上の世帯）,,3,2,1,台,1979CY00,9999CY00,"オートバイ・スクーター所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除くオートバイ・スクーター1,000世帯当たりの所有数量",,社会･人口統計体系
4878,0704140108000019070,オートバイ・スクーターの1000世帯当たり所有数量（二人以上の世帯）,,3,3,1,台,1979CY00,9999CY00,"オートバイ・スクーター所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除くオートバイ・スクーター1,000世帯当たりの所有数量",,社会･人口統計体系
4879,0704140108000019080,給湯器（ガス瞬間湯沸器を除く）の1000世帯当たり所有数量（二人以上の世帯）,,3,2,1,台,1999CY00,2009CY00,"給湯器（ガス瞬間湯沸器を除く）所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除く給湯器（ガス瞬間湯沸器を除く）1,000世帯当たりの所有数量",,社会･人口統計体系
4880,0704140108000019080,給湯器（ガス瞬間湯沸器を除く）の1000世帯当たり所有数量（二人以上の世帯）,,3,3,1,台,1999CY00,2009CY00,"給湯器（ガス瞬間湯沸器を除く）所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除く給湯器（ガス瞬間湯沸器を除く）1,000世帯当たりの所有数量",,社会･人口統計体系
4881,0704140108000019090,温水洗浄便座の1000世帯当たり所有数量（二人以上の世帯）,,3,2,1,台,1994CY00,9999CY00,"温水洗浄便座所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除く温水洗浄便座1,000世帯当たりの所有数量",,社会･人口統計体系
4882,0704140108000019090,温水洗浄便座の1000世帯当たり所有数量（二人以上の世帯）,,3,3,1,台,1994CY00,9999CY00,"温水洗浄便座所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除く温水洗浄便座1,000世帯当たりの所有数量",,社会･人口統計体系
4883,0704140108000019100,ファクシミリ（コピー付を含む）の1000世帯当たり所有数量（二人以上の世帯）,,3,2,1,台,1994CY00,2009CY00,"ファクシミリ（コピー付を含む）所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除くファクシミリ（コピー付を含む）1,000世帯当たりの所有数量",,社会･人口統計体系
4884,0704140108000019100,ファクシミリ（コピー付を含む）の1000世帯当たり所有数量（二人以上の世帯）,,3,3,1,台,1994CY00,2009CY00,"ファクシミリ（コピー付を含む）所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除くファクシミリ（コピー付を含む）1,000世帯当たりの所有数量",,社会･人口統計体系
4885,0704140108000019110,ビデオカメラの1000世帯当たり所有数量（二人以上の世帯）,,3,2,1,台,1984CY00,9999CY00,"ビデオカメラ所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除くビデオカメラ1,000世帯当たりの所有数量",,社会･人口統計体系
4886,0704140108000019110,ビデオカメラの1000世帯当たり所有数量（二人以上の世帯）,,3,3,1,台,1984CY00,9999CY00,"ビデオカメラ所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除くビデオカメラ1,000世帯当たりの所有数量",,社会･人口統計体系
4887,0704140108000019120,ステレオセットまたはCD・MDラジオカセットの1000世帯当たり所有数量（二人以上の世帯）,,3,2,1,台,1999CY00,2009CY00,"ステレオセットまたはCD・MDラジオカセット所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除くステレオセットまたはCD・MDラジオカセット1,000世帯当たりの所有数量",,社会･人口統計体系
4888,0704140108000019120,ステレオセットまたはCD・MDラジオカセットの1000世帯当たり所有数量（二人以上の世帯）,,3,3,1,台,1999CY00,2009CY00,"ステレオセットまたはCD・MDラジオカセット所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除くステレオセットまたはCD・MDラジオカセット1,000世帯当たりの所有数量",,社会･人口統計体系
4889,0704140108000019130,ビデオレコーダ（DVD ブルーレイを含む）の1000世帯当たり所有数量（二人以上の世帯）,,3,2,1,台,2009CY00,9999CY00,"ビデオレコーダ（DVD ブルーレイを含む）所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除くビデオレコーダ（DVD ブルーレイを含む）1,000世帯当たりの所有数量",,社会･人口統計体系
4890,0704140108000019130,ビデオレコーダ（DVD ブルーレイを含む）の1000世帯当たり所有数量（二人以上の世帯）,,3,3,1,台,2009CY00,9999CY00,"ビデオレコーダ（DVD ブルーレイを含む）所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除くビデオレコーダ（DVD ブルーレイを含む）1,000世帯当たりの所有数量",,社会･人口統計体系
4891,0704140108000019140,ハイブリッド・電気自動車国産の1000世帯当たり所有数量（二人以上の世帯）,,3,2,1,台,2009CY00,9999CY00,"ハイブリッド・電気自動車（国産）所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除くハイブリッド・電気自動車（国産）1,000世帯当たりの所有数量",,社会･人口統計体系
4892,0704140108000019140,ハイブリッド・電気自動車国産の1000世帯当たり所有数量（二人以上の世帯）,,3,3,1,台,2009CY00,9999CY00,"ハイブリッド・電気自動車（国産）所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除くハイブリッド・電気自動車（国産）1,000世帯当たりの所有数量",,社会･人口統計体系
4893,0704140108000019150,床暖房の1000世帯当たり所有数量（二人以上の世帯）,,3,2,1,畳,2014CY00,9999CY00,"床暖房所有数量（二人以上の世帯）=事業用，借り物，預り物，使用に耐えないものを除く床暖房1,000世帯当たりの所有数量",,社会･人口統計体系
